id_str,user,tweet,created
1516967268550606848,Jeng Rini LG,b'Anehh... Jokowi bikin statemen tolak wacana tolak 3 Periode sejak 2019. Perlu statemen apalagi ??\nPelajar n mahasewa yg baru belajar sejarah gak perlu dikte Presiden.\nDema demo kalian hanya pahlawan kesiangan n kesorean.\n#TolakDemoHamasiswa https://t.co/445BcoeyTe',04/21/2022 02:29:15
1516967241723826176,The Joker Tuama,"b'@RabbaniKisman1 @IndraHardi @ChusnulCh__ @BEMUI_Official Esensinya dimana yah..? Menolak 3 perode, menolak penundaan??? Kan sudah berkali2 dijelaskan presiden menolak 3 periode, nga mau di calonkan lagi apalagi melawan UU???apa budeg mahasiswanya???'",04/21/2022 02:29:08
1516966992703500288,Kompas.com,"b'""Kita akan terus bersuara hingga Presiden Jokowi selesai di 2024, Pemilu betul-betul tidak ditunda, Presiden Jokowi betul-betul tidak 3 periode."" https://t.co/V43iZtFML5'",04/21/2022 02:28:09
1516966680630480896,venomgnome,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/PhHBP15sgQ',04/21/2022 02:26:55
1516966152043302912,Rummie,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nhttps://t.co/BmZpshk8SL\nBerdiri Bersama Jokowi https://t.co/ENoUJ04BDe',04/21/2022 02:24:49
1516965956290895872,Raka,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi \nhttps://t.co/ek1rX5u3uX',04/21/2022 02:24:02
1516965804142895105,⛔𝕭𝖆𝖈𝖐𝖀𝖕_𝕻7⃣𝕬𝖓𝖌_🇮🇩0⃣4⃣,b'\xf0\x9f\xaa\x95\xf0\x9f\x8e\xb8\xf0\x9f\x8e\xbb2\xe2\x83\xa3Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/j5QVcbYGnA',04/21/2022 02:23:26
1516965722731458561,LordSunda99,b'@revansian1 Tolong di screenshoot statement SBY yang meminta jabatan presiden 3 periode.',04/21/2022 02:23:06
1516965542095355904,DrunTamvan,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/NuHZx8I8Ei',04/21/2022 02:22:23
1516965320224743424,⛔𝕭𝖆𝖈𝖐𝖀𝖕_𝕻7⃣𝕬𝖓𝖌_🇮🇩0⃣3⃣,b'\xf0\x9f\x8e\xb22\xe2\x83\xa3Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/rop56pTsPN',04/21/2022 02:21:30
1516965116712873984,Ratubona,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode. Berdiri Bersama Jokowi\nhttps://t.co/T2jzOuejg0',04/21/2022 02:20:42
1516964800810561536,⛔𝕭𝖆𝖈𝖐𝖀𝖕_𝕻7⃣𝕬𝖓𝖌_🇮🇩0⃣2⃣,b'\xf0\x9f\x92\xa42\xe2\x83\xa3Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/KQwHy3SdVc',04/21/2022 02:19:27
1516964762650771456,Mutia Sari,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nhttps://t.co/kNwkp2nOCh\nBerdiri Bersama Jokowi https://t.co/hYhPkt87Mc',04/21/2022 02:19:17
1516964553908944896,Jeneth,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/Ey7422TnsJ',04/21/2022 02:18:28
1516964498816454656,Aurelia,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/v1ycRFsIkc',04/21/2022 02:18:15
1516964278544531456,sinta 69,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/94XFsx1gcv',04/21/2022 02:17:22
1516964275687804929,⛔𝕭𝖆𝖈𝖐𝖀𝖕_𝕻7⃣𝕬𝖓𝖌_🇮🇩0⃣1⃣,b'\xe2\x98\xa0\xef\xb8\x8f2\xe2\x83\xa3Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/HpHvJ6i8B5',04/21/2022 02:17:21
1516964241156177920,Rini Gobay,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\n\nBerdiri Bersama Jokowi \nhttps://t.co/POwvjvSByc',04/21/2022 02:17:13
1516964213125947392,Tampayang Aspirasi,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/EHsQ8Y7PIC',04/21/2022 02:17:06
1516964060365193216,Ishim73,"b'@Yulia_NS79 Dia gak pernah bilang mau terakhir diakun fbnya dia menolak kalau dicalonkan. Itu kan hanya nakut2 i kalian yg ingin 3 periode aja tuh. Kurasa org mikir sekarang jadi presiden beban hutangnya luar biasa, baru kekisruhan dimana ya kalian juga lah yg nyumbang kekisruhan.'",04/21/2022 02:16:30
1516963768130891776,𝐁𝐮𝐳𝐳𝐞𝐫 🅽🅺🆁🅸🇮🇩,b'\xe2\x9a\xa0\xef\xb8\x8f2\xe2\x83\xa3Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/ZoP1PXPYxv',04/21/2022 02:15:20
1516963716155133952,Natasya Radka,"b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode, Berdiri Bersama Jokowi\nhttps://t.co/Hwv1P7HvAR'",04/21/2022 02:15:08
1516963643526905856,Uni Imut 😘🤣,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nhttps://t.co/bnC5KcSO2B\n\nBerdiri Bersama Jokowi',04/21/2022 02:14:51
1516963557233291264,Hooker 🦇,b'W LBH heran\nGiring calon nin presiden\nTrs jd dukung 3 periode \xf0\x9f\xa4\xa3 https://t.co/GEB0j41sC3',04/21/2022 02:14:30
1516963428853682176,Angels Football,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nhttps://t.co/Zvy99kXEt3\nBerdiri Bersama Jokowi https://t.co/nnFY18MC0R',04/21/2022 02:13:59
1516963305796956160,Rakyat_Jambi🇮🇩,b'2\xe2\x83\xa3Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/Vs996PJbPB',04/21/2022 02:13:30
1516963301061984256,Trisno Ginanjar Ali,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode. Berdiri Bersama Jokowi\nhttps://t.co/6UUWhbyoGz',04/21/2022 02:13:29
1516963040918646784,Share.Info,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode.Berdiri Bersama Jokowi\nhttps://t.co/cYTH4FLai8',04/21/2022 02:12:27
1516962572469039106,Ledy Lekahena,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode. \nBerdiri Bersama Jokowi\nhttps://t.co/ClFW0bgPbI',04/21/2022 02:10:35
1516962268403036160,nifaserly,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nhttps://t.co/PsyjdHwBvc\nBerdiri Bersama Jokowi https://t.co/ryEE4izx81',04/21/2022 02:09:23
1516961914940755968,Cantika Ayu,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode \nBerdiri Bersama Jokowi \nhttps://t.co/LVRHkFK74U',04/21/2022 02:07:58
1516961644525481984,Ngencukers Style,"b'""Intinya kita akan terus mengawal, kita akan terus bersuara hingga Presiden Jokowi betul-betul selesai di 2024, Pemilu betul-betul tidak ditunda, Presiden Jokowi betul-betul tidak 3 periode,"" kata Melki.\xc2\xa0https://t.co/yNA2hu27Kj \n\n#HabisRezimGelapTerbitlahTerang\n\n#NkriHargaNaik https://t.co/qw5Yb827nQ'",04/21/2022 02:06:54
1516961637861048320,Codet,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nhttps://t.co/JiKkxhKiRs\nBerdiri Bersama Jokowi',04/21/2022 02:06:52
1516961616499068928,Layla safitri,"b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode, Berdiri Bersama Jokowi\nhttps://t.co/rwPWaKr3fW'",04/21/2022 02:06:47
1516961384805724161,Anjelina Putri,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nhttps://t.co/R8nHrBqhMw\n\nBerdiri Bersama Jokowi',04/21/2022 02:05:52
1516960913748021248,Cahyani Ika,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nBerdiri Bersama Jokowi\nhttps://t.co/teU3wsUPxL',04/21/2022 02:04:00
1516960797796143110,mirawesta,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode\nhttps://t.co/zj4qVhTqGG\nBerdiri Bersama Jokowi https://t.co/CPvYiuBWrS',04/21/2022 02:03:32
1516960160270327809,Monitor Jadul,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode.Berdiri Bersama Jokowi\nhttps://t.co/v5hNKBOMPA',04/21/2022 02:01:00
1516960158957592580,FavorTwo,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode.\nBerdiri Bersama Jokowi\nhttps://t.co/pkwLK9DjJs',04/21/2022 02:01:00
1516960094918828032,🌸Tasya Melina🌸,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode.\nBerdiri Bersama Jokowi\nhttps://t.co/RUopkz5jRa',04/21/2022 02:00:45
1516959150944653312,S0EY0T0,"b'Yth Pak @mohmahfudmd \nIni statemen terakhir Presiden Jokowi 9 April lalu\nBeliau bicara tentang penundaan pemilu dan perpanjangan masa jabatan tapi tidak ada bicara tentang 3 periode, makanya masih ramai sampai hari ini https://t.co/SRgeUHoWJe'",04/21/2022 01:56:59
1516956727920709632,Let it be,b'BEM UI kok bisa percaya ama omongan si Koruptor ini...???\n https://t.co/yQJNPwEs3b',04/21/2022 01:47:22
1516955988389396480,East Melanesia,"b'#21AprilGerakanPeoplePower\nSudah berulang kali PRESIDEN mengatakan menolak 3 periode, lalu di mana telinga kalian ? Kalian mahasiswa atau mahasewa ? Logika kalian dalam demokrasi belum cukup dewasa, malu saya sebagai rakyat biasa. https://t.co/R5Qr1g8ytY'",04/21/2022 01:44:25
1516955203576098816,BERITA POLITIK,b'Masinton: Korporasi Sawit Pendukung Jabatan Presiden 3 Periode Perlu Disanksi https://t.co/bKZbzBDDU5',04/21/2022 01:41:18
1516953948548059136,Beg Edel,b'Sebenarnya ada tv di rumah gak sih? Demokrat Wanti-wanti Wacana Presiden 3 Periode Digaungkan Lagi Usai Lebaran https://t.co/UzesZPLSJt',04/21/2022 01:36:19
1516951743862816768,666158bluecomfort,"b'@niubluer @na_dirs 3 periode adalah lelucon, saya memang pendukung beliau tapi 3 periode itu sangat konyol, yakin saya kalau presiden skg akan tetap pada aturan yg ada'",04/21/2022 01:27:33
1516951096446623744,Anita,b'Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode.  Berdiri Bersama Jokowi \nhttps://t.co/hFzvDscC2K',04/21/2022 01:24:59
1516950229899128832,Bung,"b'""Demokrat Wanti-wanti Wacana Presiden 3 Periode Digaungkan Lagi Usai Lebaran"".... Semakin kader mangkrak berisik di medsos , semakin ngga ada artinya \xf0\x9f\x91\x8e\xf0\x9f\x8f\xbb https://t.co/km1cHS73gV'",04/21/2022 01:21:33
1516950188283564037,sumirah652,"b'@GarengHallu Telinganya dah pada b d k kali itu anak2 UI\nDah berkali2 Presiden mengeluarkan statement tak ada lg penundaan Pemilu &amp; jbtan 3 periode\nJgn2  bpknya mahasiswa UI itu sebgan oposisi , anaknya srh demo trs u menganggu kinerja Pmrth\nMahasiswa UI gk sadarkah kl kalian dimanfaatkan'",04/21/2022 01:21:23
1516950176111415298,Opsiin,b'Mahfud Cerita Dipanggil Jokowi: Presiden Tanya \xe2\x80\x983 Periode\xe2\x80\x99 Kenapa Ramai Terus By detik \xe2\x80\x93 Media Informasi \xe2\x80\x93 https://t.co/YY6ZQQyWsU https://t.co/r5qp1MdAhY',04/21/2022 01:21:20
1516949454682988545,Sri Asmirah,"b'@Brendamisc @Posmaltobing @RaniKancana__ @SIWE_NDARA @Risma_Bungadesa @SimanjuntakElly @Pelangi32224458 @Nissa70696868 @Naomi1974 @theT4ntryS1 @bidge249 @Mamamochi1 @LuluatulF74 @ChaeroniNiniex @ssari307 @PupungSuminar @Ek4_Puspita Presiden tegaskan kembali menolak jabatan presiden 3 periode dan penundaan pemilu, so buat apalagi demo kaga jelas #SayaBersamaJokowi #KamiBersamaJokowi'",04/21/2022 01:18:28
1516948417700048896,Sisi Keika,"b'@GarengHallu Ini mahasiswa kok tolol banget siih..yg mau 3 periode itu ya siapa ?! Kan dah jelas persiapan pemilihan sdh di persiap kan sm pak Presiden bahkan panitia nya juga..kok masih ngeyel demo,ini mau mewakili siapa demonya'",04/21/2022 01:14:20
1516947417370968064,Opsiin,b'Mahfud Cerita Dipanggil Jokowi: Presiden Tanya \xe2\x80\x983 Periode\xe2\x80\x99 Kenapa Ramai Terus \xe2\x80\x93 Media Informasi \xe2\x80\x93 https://t.co/LUdH3OW9TN https://t.co/HjWjC668ki',04/21/2022 01:10:22
1516946188326805504,Mangiring Parasian Hutagaol,b'setuju bahwa masa jabatan presiden NKRI tetap 2 periode sehingga wacana 3 periode harus ditolak ? Itu mahasiswa drpd diturunkan derajatnya menjadi Mahasewa mending @BackToCampus ajlh. Belajar lbh tekun spy tak menjadi budak mamarika. Bohir dari segala demo2.',04/21/2022 01:05:29
1516946107913277440,Benny Fitriadi,"b'Pa @jokowi belum mengungkapkan dengan tegas ttg ketidak setujuannya terhadap wacana perubahan masa jabatan Presiden 3 periode,maka saya dukung demo Mahasiswa hari ini #KopiSusi https://t.co/zUw3wP1xjm'",04/21/2022 01:05:10
1516945477807505408,Jul Bayur Panglima Cebong,b'@TomCruzz555 SBY pingin dia bisa presiden  3 periode tapi AHY Anti presiden 3 periode. Ini namanya durhaka politik kpd orang tua yg mewariskan tahta partai kepadanya',04/21/2022 01:02:40
1516944581136322560,Kompas.com,"b'Ada 7 tuntutan yang akan disampaikan massa, di antaranya terkait penolakan wacana masa jabatan presiden 3 periode dan kenaikan harga bahan pokok. https://t.co/a1zGAnPmM1'",04/21/2022 00:59:06
1516942704089112576,Jhulie_Thiet💯♥️🇮🇩NKRI,"b'Udah lebih dari 4 Kali Jokowi menegaskan beliau taat kosntitusi dan gak minat jd Presiden 3 peiode, dan melarang menterinya berwacana penundaan pemilu, bahkan tanggal pemilu udah ditetapkan, terus hari ini\n@BEMUI_Official msh mau demo penolakan 3 periode?? https://t.co/KSKwlKirA5'",04/21/2022 00:51:38
1516941189982736384,Aki Tulalit,b'Begini nih kalo parte ngerekrut Bang Napi jadi pengurusnya.\n\nKita jadi buang\xc2\xb2 energi harus ikutan ogeb menyanggah apa yang sudah tak perlu dijawab.\n\nhttps://t.co/5EwhyTcJFA',04/21/2022 00:45:37
1516930667405320192,ScioCogitoCredo 2 🇲🇨,"b'@jokowi @Lohan2828 Good job Kejaksaan Agung RI.\nUsut sampai tuntas..\n\nGORENG MINYAK GORENG\nIni ada benang merah nya dengan \nPRESIDEN MINTA 3 PERIODE.\n\nBubarkan KPK pakde @Jokowi : rabun dekat dan cuma ngabisin beras.\n\nPecat Sandiaga Uno, berguru pada si Somad kapal selam!'",04/21/2022 00:03:48
1516930292078227457,Mamak Hobi Rebahan,"b'Ada 4 tuntutan yaitu :\nPertama, menuntut Kementerian Perdagangan u/tuntaskan mslh kelangkaan migor.\nKedua, menolak kenaikan harga BBM.\nKetiga, menolak kenaikan tarif PPN\nKeempat, menolak perpanjangan ms jabatan presiden 3 periode.\n\n#21AprilTetapJokowi \n#21AprilGerakanUpilPower'",04/21/2022 00:02:19
1516929622926970880,Ya_Ellllllaaahhh,b'@Thomsidi @na_dirs 1998  ITU MAKAR...dan yg menggaungkan PRESIDEN 3 PERIODE..ITU Mengikuti KONSTITUSI....\n\nTELEEEEKKK....',04/20/2022 23:59:39
1516927759569747975,Syaifullah,"b'Di dalam hukum syariat islam juga tidak membolehkan menumbangkan sob..  sabar ajah waktunya turun ge bakal turun tuh presiden.. kecuali dia mau nambah 3 periode kita gulung reme2.. Demo yg tertip dah, semoga sukses, lancar.. #21AprilJokowiTumbang'",04/20/2022 23:52:15
1516925164600303616,mr.ℹ️ndra🅾️NE,"b'@na_dirs Yg ngawur itu yg minta 3 periode jelas2 melanggar konstitusi, kalo presiden diturunkan di tengah jalan itu mah biasa, ga ada yg dilanggar. byk presiden terdahulu juga sprti itu.'",04/20/2022 23:41:57
1516923270947348480,detikcom,b'Menteri Polhukam Mahfud Md angkat bicara terkait isu perpanjangan masa jabatan presiden 3 periode. Mahfud menegaskan wacana presiden 3 periode sudah tutup buku. https://t.co/hdXRz9h4q1',04/20/2022 23:34:25
1516920808182272001,Indonesia Raya,b'Di satu sisi terus memprovokasi penolakan Presiden 3 periode. Di sisi lain mulai menggencarkan wacana SBY maju Pilpres utk ketiga kalinya. Entah apa maunya org2 Demokrat ini. https://t.co/hIcS1jrsSp',04/20/2022 23:24:38
1516920230345580544,Ananda Andini 🌻,"b'@Kosong66Kosong #TolakDemoHamasiswa cieee nih demo pasti ad bohirny, karena jelas Presiden tolak wacana 3 periode tapi tetep aj demo. Siapa nih yg nafsu pengin lengserkan Jokowi? Pasti antek Amrik nih \xf0\x9f\x98\x82\n\n#TolakDemoHamasiswa'",04/20/2022 23:22:20
1516920173860585474,Rokubi,"b'@DoLToB_ Bener juga.. \nPadahal  Sudah jelas-jelas wacana 3 periode sudah ditolak Presiden, tapi masih mau ngomporin. \n#TolakDemoHamasiswa'",04/20/2022 23:22:07
1516919830963662848,M.Tuhasan,"b'Wacana jabatan presiden 3 periode sudah sering di jelaskan oleh pak jokowi bahwa beliau tidak ada niat dan tidak berminat menjabat presiden 3 periode,beliau taat konstitusi . Gak kek mantan pecatan ini nih. Sakit hati dipecat bikin provokasi ke rakyat\xe2\x80\xbc\xef\xb8\x8f https://t.co/bM0woys0We'",04/20/2022 23:20:45
1516919788999950336,Kalla Jengking,b'Tangkap antek-antek dalang Provokator dari aksi demo karena isu 3 periode terus digulirkan padahal presiden sudah taat pada konstitusi.\n\nTindak tegas mereka jangan kasih ampun sampah masyarakat yang tidak berguna bagi nusa dan bangsa. \n\n#TolakDemoHamasiswa https://t.co/UhMfdr36V0',04/20/2022 23:20:35
1516919768288473088,Ananda Andini 🌻,"b'@Flamin960 Tolak demo ditengah pandemi, presiden sdh tegas menolak 3 periode, kalian bebal ato bodoh?! \n\n#TolakDemoHamasiswa'",04/20/2022 23:20:30
1516919707760168960,Kopi #KembangDesa 🫦,"b'Kasus Migor wis ketangkep n dikembangin, Pertamax ikut harga dunia sebab perang Rusia &amp; Inflasi.\nPemilu juga Pasti 2024 &amp; Presiden tegas menolak 3 Periode.\n\nuDelpresto &amp; RIPeli Horni masih aja ngomporin buat Demo 21 April 2022.\nGiant Cook Horse Dog Banget kan\n\n#TolakDemoHamasiswa https://t.co/GOXsSoArXx'",04/20/2022 23:20:15
1516919641829888000,Tukangkuli,"b'Presiden sudah jelas dan tegas menolak 3 periode!\nTapi si RH dan Delpedro malah terus memprovokasi untuk demo, bikin gaduh\n\n#TolakDemoHamasiswa https://t.co/QQ7lThVrAk'",04/20/2022 23:20:00
1516919529989079041,Cigbox,"b'@ribka_24g Sudah jelas-jelas wacana 3 periode sudah ditolak Presiden, tapi masih mau ngomporin. \xf0\x9f\xa4\x94\n#TolakDemoHamasiswa'",04/20/2022 23:19:33
1516917933385326592,Hanifah 🌻,"b'@dapur_anne Mahasiswa kok ga smart, jelas2 Presiden menolak 3 periode! \n#TolakDemoHamasiswa'",04/20/2022 23:13:12
1516916621658312704,Squad69,"b'Sudah jelas-jelas wacana 3 periode sudah ditolak Presiden, tapi masih mau ngomporin. Apa ada sesuatu dibaliknya ya? \n#TolakDemoHamasiswa https://t.co/ZX1I15QibV'",04/20/2022 23:08:00
1516916137136574464,Konfrontasi.co,b'Masinton PDIP: Korporasi Sawit yang Dukung Presiden 3 Periode Perlu Disanksi https://t.co/aRge9WQNdh',04/20/2022 23:06:04
1516915867123998721,Tresnokoe,"b'Sudah jelas-jelas wacana 3 periode sudah ditolak Presiden, tapi masih mau ngomporin. Bukan nya bikin adem,di bulan ramadhan ini, tapi malah bikin gaduh\n#TolakDemoHamasiswa https://t.co/zE0AUP9gxS'",04/20/2022 23:05:00
1516915615499358208,kenrtas,b'Presiden Jokowi sudah tegas tolak 3 periode dan taat konstitusi. Tapi masih saja ada provokator..\n\n#TolakDemoHamasiswa https://t.co/D4yGq6QrOr',04/20/2022 23:04:00
1516915615327350784,wish fm107,"b'Waspada provokasi,\n dibalik demo 21 April 2022.... \n\nAda marheen.... \nAda anarko....\n\n.... *Presiden sudah tegas tolak 3 periode kok msh mo diangkat* ....\n\n#TolakDemoHamasiswa\n\n#AyoBoosterMudikNyaman https://t.co/3igNZ9pOkP'",04/20/2022 23:04:00
1516915363941920768,Rewina Harum,b'Presiden sdh tegas tolak 3 periode.\nLoe budeg ya @ReflyHZ \n\n#TolakDemoHamasiswa https://t.co/iXMt6NKGkh',04/20/2022 23:03:00
1516915363824357376,Baloka01,"b'Sudah jelas-jelas wacana 3 periode sudah ditolak Presiden, tapi masih mau ngomporin dan bikin gaduh\n#TolakDemoHamasiswa https://t.co/uq8V5ujS6r'",04/20/2022 23:03:00
1516915278747418624,Madulebah,b'#TolakDemoHamasiswa\npertahtikam statemen presiden bhkn beliau menolak 3 periode https://t.co/w7RenKDaoQ',04/20/2022 23:02:40
1516914860767858688,Erik mosamb,b'3 periode sdh di tolak lngsung oleh Presiden. Trs mau demo apalagi cuy... \n#TolakDemoHamasiswa https://t.co/uFikumIkO2',04/20/2022 23:01:00
1516914860642246656,Husniatun,b'Padahal presiden udah tegas menolak wacana 3 periode\n\n#TolakDemoHamasiswa https://t.co/TD4YnYavNs',04/20/2022 23:01:00
1516914860482695168,jh_hshim,b'Presiden Jokowi sudah menegaskan bahwa beliau tidak berminat 3 periode. Napa masih di nih mantan pecatan provokasi masyarakat ya dgn isu itu ?\n#TolakDemoHamasiswa https://t.co/7IMFjRGMos',04/20/2022 23:01:00
1516914860428337154,fany,b'Presiden Jokowi sudah menolak 3 periode. Napa kalian pelintir lagi sih. Kami pasti akan #TolakDemoHamasiswa https://t.co/TGKEsjiRDV',04/20/2022 23:01:00
1516914860411420672,Buloka01,"b'Sudah jelas-jelas wacana 3 periode sudah ditolak Presiden, tapi masih mau ngomporin. \n#TolakDemoHamasiswa https://t.co/uWEAzmpj0O'",04/20/2022 23:01:00
1516914819538243584,kitabisa,"b'#TolakDemoHamasiswa\npresiden jelas tolak wacana 3 periode, keliatan sekali ada oknum yg memks mahasiswa terus turun https://t.co/mNCtyc74kI'",04/20/2022 23:00:50
1516914619213881346,pelita bangsa,b'Presiden Jokowi sdh tegas berkali2 menyatakan menolak 3 periode &amp; menjamin bhwa pemilu tdk ditunda.\nTp si provokator pecatan @ReflyHZ ini msh saja mengompori masyarakat.\nWaspada dia adalah provokator Demo 21 April 2022 !\n@DivHumas_Polri jgn diam !\n\n#TolakDemoHamasiswa https://t.co/5OFxCK9cWK',04/20/2022 23:00:02
1516914614058962944,Doraweruh,"b'#TolakDemoHamasiswa\n\nPresiden udah tegas menolak wacana 3 periode, mau ngapain lagi? https://t.co/95YhhV5fML'",04/20/2022 23:00:01
1516912739574489088,MeMeCus,b'@gatse8 Yg kesel liat balihonya PKS ini pasti pendukung presiden 3 periode..abs kesindir sih \xf0\x9f\xa4\xad\xe2\x9c\x8c',04/20/2022 22:52:34
1516911949849985025,B_Wira 💪💪🇮🇩🇯🇴,"b'Mahasisiwa jangan cuma tolak Presiden 3 periode, krn bisa jadi itu cuma pengalihan isyu.\nTapi Hal yg paling substantif kyk Naik nya harga\xc2\xb2 kebutuhan pokok dan PT 0% itu Hal Utama yg hrs diperjuangkan \xf0\x9f\x99\x84'",04/20/2022 22:49:26
1516902889406353408,Tikha,"b'Kita Semua Tidak Mau Di Ganti Presiden,Kita Mau Bapak  Ir.Jokowi Dodo,Tetap Maju 3 Periode \xe2\x98\xba\xef\xb8\x8f https://t.co/SiTeiyzNhK'",04/20/2022 22:13:26
1516891136719302657,🇮🇩INDONESIA🇮🇩,b'Sama tololnya yg mau Presiden lengser dan 3 periode\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/a4TqbxhQmG',04/20/2022 21:26:44
1516888253957230592,1 6 1 9 4 5_1 GARIS NKRI,"b'@KompasTV trs jdi presiden di tanya sama org lain yg mana mrk sebagian hanya nebeng di gerbong nawacita, bp mau 3 periode jawab pa jokowi tidak, napa org2 luar langsung bangun de javu? sdngkan motor nawacita PDIP tolak keras 3 periode!'",04/20/2022 21:15:16
1516887911253241856,Hadi_Muhadi,"b'@DuitTerooosss @Sangkuriang5551 @WarungNala @Najmy45287070 Nabrak kontitusi? Bedalah bos, soal mundur dan pemberhentian presiden sdh diatur dlm konstitusi dg syarat\xc2\xb2 tertentu presiden bs mundur atau dimundurkan, tp kalo perpanjangan masa jabatan presiden /3 periode jelas blm ada konstitusi yg mengaturnya. Sampai sini paham?'",04/20/2022 21:13:55
1516887664498151425,𝐑aden𝐊W,b'21 April Adalah Hari Kartini Lha kok mlh Dijadikan Hari Demo Tolak 3 Periode Presiden\xf0\x9f\x99\x84 Ckckck Jd percuma aja brati Pernyataan Resmi Kepala Negara telah menolak usulan para Pecundang!!! Wis angeeeel angel otak nya kemana ya? https://t.co/4PjfLGTPMn',04/20/2022 21:12:56
1516875468540379136,Eddy R.,b'@gatse8 Yup itu betul 3 periode utk kades ..kalau presiden cukup 2 periode kalau nambah kemaruk itu namanya...',04/20/2022 20:24:28
1516874102467751936,@arsadhadun,"b'@Hijaukanyuk @ChusnulCh__ @BEMUI_Official Hari ini ke istana ngerayain hari kartini aja...kan urusan pemilu dan 3 periode da selesai, presiden kita masih Pak Jokowi...'",04/20/2022 20:19:02
1516871383137292288,ESKA ,"b""Mahfud Cerita Dipanggil Jokowi: Presiden Tanya '3 Periode' Kenapa Ramai Terus \n\nSEKEDAR USUL SAJA, pak. \nPerintah tegas tangkap yang suka bicara 3P, pasti ga ada yang berani.  https://t.co/v1o3RLjtWr""",04/20/2022 20:08:14
1516863505181605889,bimie,"b'yauda sii pa jk jg bilang gamau 3 periode, tunggu aja mundurnya di 2024 sesuai UU. Ketidakadaan presiden belum tentu memperbaiki keadaan sekarang \xf0\x9f\x98\x83'",04/20/2022 19:36:56
